City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Antofagasta,CL,-23.65,-70.4,58.28,81,44,3.8,scattered clouds
341,Haines Junction,CA,60.7522,-137.5108,49.95,34,41,10.36,scattered clouds
342,Yagoua,CM,10.3411,15.2329,75.2,83,78,3.42,broken clouds
343,Luang Prabang,LA,19.8856,102.1347,75.16,88,75,0.0,mist
344,Monrovia,LR,6.3005,-10.7969,76.93,88,36,3.56,light rain
345,Roald,NO,62.5833,6.1333,57.76,58,75,19.57,broken clouds
346,Tucuman,AR,-26.8241,-65.2226,57.2,26,0,5.75,clear sky
347,Aykhal,RU,66.0,111.5,14.36,100,95,1.7,overcast clouds
348,Abu Zabad,SD,12.35,29.25,74.61,80,6,6.96,clear sky
349,Shetpe,KZ,44.1667,52.1167,57.34,33,80,25.5,broken clouds
350,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,62.38,61,7,3.67,clear sky
351,Darnah,LY,32.767,22.6367,70.95,69,0,12.64,clear sky
352,Hokitika,NZ,-42.7167,170.9667,56.86,75,100,13.15,overcast clouds
353,Eureka,US,40.8021,-124.1637,55.92,81,3,1.99,clear sky
354,Soyo,AO,-6.1349,12.3689,75.47,87,38,7.14,scattered clouds
355,Hamilton,US,39.1834,-84.5333,54.09,65,0,3.09,clear sky
356,Lask,PL,51.5906,19.1328,41.36,97,0,8.03,clear sky
357,Wladyslawowo,PL,54.7909,18.4009,45.93,75,3,9.26,clear sky
358,Tura,IN,25.5198,90.2201,72.77,97,28,3.51,scattered clouds
359,Foumban,CM,5.7291,10.9001,60.53,92,93,3.18,overcast clouds
360,Saint-Augustin,CA,51.226,-58.6502,42.73,74,100,8.75,overcast clouds
361,Kahului,US,20.8947,-156.47,82.98,83,69,5.01,broken clouds
362,Eyl,SO,7.9803,49.8164,77.56,78,11,11.88,few clouds
363,Zatoka,UA,46.0725,30.4654,56.14,76,4,21.74,clear sky
364,Luanda,AO,-8.8368,13.2343,73.49,85,38,10.16,scattered clouds
365,Nabire,ID,-3.3667,135.4833,80.2,81,96,1.36,overcast clouds
366,Karakol,KG,42.4907,78.3936,41.83,63,20,3.11,few clouds
367,Fort Nelson,CA,58.8053,-122.7002,71.19,35,75,6.91,broken clouds
368,Bambous Virieux,MU,-20.3428,57.7575,70.21,73,20,11.5,light rain
369,Ohara,JP,35.25,140.3833,77.13,87,100,24.2,overcast clouds
370,Izmit,TR,40.7669,29.9169,57.69,92,33,2.35,scattered clouds
371,Bani,DO,18.2833,-70.3333,77.86,81,2,10.07,clear sky
372,Anadyr,RU,64.75,177.4833,28.9,63,20,8.95,few clouds
373,Usevya,TZ,-7.1,31.2333,74.41,36,19,8.66,few clouds
374,Misratah,LY,32.3754,15.0925,74.14,68,4,10.87,clear sky
375,Alice Springs,AU,-23.7,133.8833,71.15,21,11,10.36,few clouds
376,Altamira,BR,-3.2033,-52.2064,75.49,82,22,4.5,few clouds
377,Malanje,AO,-9.5402,16.341,65.95,84,0,4.99,clear sky
378,Tongchuan,CN,35.0806,109.0897,47.12,30,100,1.1,overcast clouds
379,Oktyabrskiy,RU,54.4815,53.471,44.04,81,75,6.93,broken clouds
380,Marabba,SD,12.35,32.1833,75.24,78,83,9.73,broken clouds
381,Akdepe,TM,42.0551,59.3788,48.29,44,0,10.6,clear sky
382,Yulara,AU,-25.2406,130.9889,75.56,15,10,14.2,clear sky
383,Coihaique,CL,-45.5752,-72.0662,46.35,57,20,8.05,few clouds
384,Alofi,NU,-19.0595,-169.9187,75.09,94,100,10.36,overcast clouds
385,Henties Bay,NA,-22.116,14.2845,59.18,95,97,7.7,overcast clouds
386,Muravlenko,RU,63.7898,74.523,42.13,89,100,14.36,overcast clouds
387,Adre,TD,13.4667,22.2,75.88,68,92,3.27,overcast clouds
388,Yangambi,CD,0.8102,24.4336,69.1,98,98,0.67,overcast clouds
389,Barra Do Garcas,BR,-15.89,-52.2567,73.74,84,96,5.14,overcast clouds
390,Mandera,KE,3.9366,41.867,77.09,66,2,11.48,clear sky
391,Tuktoyaktuk,CA,69.4541,-133.0374,35.6,100,100,5.75,fog
392,Cap Malheureux,MU,-19.9842,57.6142,70.47,69,16,3.0,few clouds
393,Byron Bay,AU,-28.65,153.6167,65.95,63,100,14.2,overcast clouds
394,Santa Rosa,PH,14.3122,121.1114,86.11,71,7,2.89,clear sky
395,Bambanglipuro,ID,-7.95,110.2833,80.46,80,98,4.23,overcast clouds
396,Nipawin,CA,53.3668,-104.0009,60.84,41,0,5.75,clear sky
397,Jatiroto,ID,-7.8833,111.1167,78.48,82,100,3.24,overcast clouds
398,Batagay-Alyta,RU,67.8006,130.4114,16.47,82,96,3.4,overcast clouds
399,Morro Bay,US,35.3658,-120.8499,77.4,69,27,3.0,scattered clouds
400,Talara,PE,-4.5772,-81.2719,63.9,89,91,12.64,overcast clouds
401,Kerouane,GN,9.2667,-9.0167,69.55,95,100,1.54,overcast clouds
402,Salamanca,ES,40.8333,-6.0,62.62,60,100,1.9,overcast clouds
403,Westport,US,41.1415,-73.3579,57.18,66,59,3.0,broken clouds
404,Kieta,PG,-6.2167,155.6333,84.65,60,39,3.78,scattered clouds
405,Roma,US,43.2128,-75.4557,50.86,82,90,1.01,overcast clouds
406,Beloha,MG,-25.1667,45.05,68.95,97,32,6.2,scattered clouds
407,Ust-Kuyga,RU,70.0167,135.6,15.84,96,87,2.39,overcast clouds
408,Wuchi,CN,29.3786,103.023,42.87,93,100,1.43,overcast clouds
409,Nishihara,JP,26.1842,127.7558,78.08,65,75,25.32,broken clouds
410,Mao,ES,39.8885,4.2658,63.16,94,0,3.44,clear sky
411,Nerchinskiy Zavod,RU,51.3088,119.61,34.95,41,23,5.75,few clouds
412,Vila Velha,BR,-20.3297,-40.2925,76.95,83,20,12.66,few clouds
413,Raudeberg,NO,61.9875,5.1352,52.95,25,98,38.45,light rain
414,Broome,US,42.2506,-75.833,52.54,87,12,1.9,few clouds
415,Araouane,ML,18.9048,-3.5265,92.23,13,11,6.29,few clouds
416,Palmer,US,42.1584,-72.3287,52.18,81,8,3.09,clear sky
417,Bandarbeyla,SO,9.4942,50.8122,76.32,88,99,14.07,overcast clouds
418,Baiao,BR,-2.7906,-49.6717,78.51,79,19,5.48,few clouds
419,Mandiana,GN,10.6333,-8.6833,72.28,92,53,3.11,broken clouds
420,Sungairaya,ID,0.7,108.9,77.81,85,100,3.11,overcast clouds
421,Lubbock,US,33.6001,-101.8338,61.14,83,100,6.6,overcast clouds
422,Izhma,RU,65.0083,53.9113,39.63,92,29,8.01,scattered clouds
423,Ruangwa,TZ,-10.0667,38.9333,65.44,89,9,2.91,clear sky
424,Amuntai,ID,-2.4177,115.2494,73.33,99,100,0.98,overcast clouds
425,Patiya,BD,22.2931,91.9762,77.4,90,19,2.37,few clouds
426,Sibu,MY,2.3,111.8167,74.19,95,98,1.74,overcast clouds
427,San Jose,US,37.3394,-121.895,76.84,64,0,10.36,clear sky
428,Innisfail,AU,-17.5333,146.0333,77.74,79,100,8.7,overcast clouds
429,Broken Hill,AU,-31.95,141.4333,64.35,29,82,9.46,broken clouds
430,Bombay,IN,19.0144,72.8479,78.78,100,97,3.44,mist
431,Morant Bay,JM,17.8815,-76.4093,80.71,84,14,9.33,few clouds
432,Geraldton,AU,-28.7667,114.6,63.01,82,100,11.5,overcast clouds
433,Lakatoro,VU,-16.0999,167.4164,81.68,74,76,11.7,broken clouds
434,Wenatchee,US,47.4235,-120.3103,78.26,39,8,4.38,clear sky
435,Kagoro,NG,9.6,8.3833,66.43,95,62,2.39,broken clouds
436,Rohri,PK,27.6922,68.8951,78.1,35,0,3.53,clear sky
437,Libreville,GA,0.3925,9.4537,76.78,88,100,5.93,light rain
438,Kadyy,RU,57.787,43.1903,48.94,91,100,4.12,overcast clouds
439,Coquimbo,CL,-29.9533,-71.3436,54.0,86,13,2.19,few clouds
440,Baikunthpur,IN,23.25,82.55,71.44,94,89,3.02,overcast clouds
441,Bairiki,KI,1.3292,172.9752,80.83,79,17,14.0,light rain
442,Tarakan,ID,3.3,117.6333,83.7,74,20,5.75,few clouds
443,Chifeng,CN,42.2683,118.9636,41.27,36,12,26.28,few clouds
444,Mahonda,TZ,-6.45,39.4667,75.51,74,60,16.17,broken clouds
445,Mitsamiouli,KM,-11.3847,43.2844,75.11,75,1,8.08,clear sky
446,Maltahohe,NA,-24.8333,16.9833,71.44,14,100,4.85,overcast clouds
447,Two Hills,CA,53.7169,-111.7518,59.7,38,100,8.21,overcast clouds
448,Bathsheba,BB,13.2167,-59.5167,81.3,80,100,12.37,overcast clouds
449,Oussouye,SN,12.485,-16.5469,75.42,90,98,4.88,overcast clouds
450,Gari,RU,59.4307,62.3497,46.56,84,100,12.5,overcast clouds
451,San Clemente,US,33.427,-117.612,82.26,81,19,1.99,few clouds
452,Victoria Point,AU,-27.5833,153.3,72.81,75,100,10.0,overcast clouds
453,Cardston,CA,49.2,-113.3019,61.54,34,12,3.15,few clouds
454,Kyabe,TD,9.4515,18.9449,70.25,87,99,1.43,overcast clouds
455,Cabedelo,BR,-6.9811,-34.8339,77.16,81,8,13.78,light rain
456,Tabou,CI,4.423,-7.3528,76.08,90,6,4.25,light rain
457,Dafeng,CN,23.4517,108.5881,66.38,51,42,11.41,scattered clouds
458,Rio Grande,BR,-32.035,-52.0986,48.31,67,3,8.19,clear sky
459,Caselle Torinese,IT,45.1778,7.6426,61.11,94,100,6.91,moderate rain
460,Cidreira,BR,-30.1811,-50.2056,55.4,64,100,9.57,overcast clouds
461,Carlyle,US,38.6103,-89.3726,58.95,60,0,1.01,clear sky
462,Kutum,SD,14.2,24.6667,74.39,26,70,9.08,broken clouds
463,Baykit,RU,61.67,96.37,35.47,95,100,1.86,overcast clouds
464,Faya,SA,18.3851,42.4509,59.41,24,1,5.44,clear sky
465,Lumut,MY,4.2323,100.6298,79.2,80,46,4.79,scattered clouds
466,Kolyvan,RU,55.3053,82.7391,42.42,87,100,14.65,overcast clouds
467,Ust-Nera,RU,64.5667,143.2,18.68,91,100,7.05,light snow
468,Red Bluff,US,40.1785,-122.2358,89.53,16,0,4.52,clear sky
469,Inyonga,TZ,-6.7167,32.0667,74.79,33,100,7.34,overcast clouds
470,Agadez,NE,19.75,10.25,76.21,23,0,8.77,clear sky
471,Iracoubo,GF,5.4802,-53.2011,79.81,85,94,9.8,overcast clouds
472,Madison,US,34.7334,-86.5667,57.65,61,0,0.0,clear sky
473,Marsa Matruh,EG,31.3525,27.2453,70.14,67,1,5.95,clear sky
474,Santa Cruz,BO,-17.8,-63.1667,69.85,38,100,10.45,overcast clouds
475,Camabatela,AO,-8.1881,15.375,62.55,98,100,4.05,overcast clouds
476,Poronaysk,RU,49.2167,143.1167,51.73,73,100,8.7,overcast clouds
477,Lazaro Cardenas,MX,17.9583,-102.2,81.54,81,18,7.74,few clouds
478,Ushtobe,KZ,45.2514,77.9838,40.71,67,0,2.33,clear sky
479,Kavaratti,IN,10.5669,72.642,80.6,78,100,6.11,overcast clouds
480,Ler,SS,8.3018,30.1418,70.16,91,38,1.83,scattered clouds
481,Clyde River,CA,70.4692,-68.5914,9.86,92,84,4.5,broken clouds
482,Muscat,OM,23.6139,58.5922,80.96,35,0,3.69,clear sky
483,Erzin,TR,36.9559,36.2,65.32,76,0,2.42,clear sky
484,Madang,PG,-5.2246,145.7966,83.46,71,100,2.42,overcast clouds
485,Dongsheng,CN,39.8161,109.9776,36.36,22,0,3.98,clear sky
486,Mount Gambier,AU,-37.8333,140.7667,60.42,52,85,5.5,overcast clouds
487,Pangoa,PE,-12.1167,-73.0,67.75,98,100,3.42,overcast clouds
488,Mujiayingzi,CN,42.1167,118.7833,39.65,39,10,25.41,clear sky
489,Yabrud,SY,33.9674,36.6574,51.91,81,0,1.59,clear sky
490,Manoel Urbano,BR,-8.8389,-69.2597,75.29,82,96,1.59,overcast clouds
491,Teguldet,RU,57.3064,88.1667,45.28,79,100,7.38,overcast clouds
492,Kudat,MY,6.8837,116.8477,82.13,76,100,13.89,overcast clouds
493,Dzerzhinskoye,RU,56.8344,95.2283,42.84,68,65,6.42,broken clouds
494,La Ronge,CA,55.1001,-105.2842,54.97,58,100,6.51,overcast clouds
495,Hailar,CN,49.2,119.7,36.59,39,13,6.31,few clouds
496,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.66,88,97,12.57,overcast clouds
497,Panacan,PH,9.2463,118.4082,82.2,77,100,2.51,overcast clouds
498,Paramirim,BR,-13.4425,-42.2389,78.46,45,0,10.07,clear sky
499,Gbarnga,LR,6.9956,-9.4722,70.29,100,47,1.79,light rain
500,Comodoro Rivadavia,AR,-45.8667,-67.5,55.58,46,0,10.38,clear sky
501,Strezhevoy,RU,60.7333,77.5889,36.73,93,100,7.11,overcast clouds
502,Aswan,EG,24.0934,32.907,74.66,38,0,12.73,clear sky
503,Asfi,MA,32.2994,-9.2372,67.86,91,100,7.23,overcast clouds
504,Scarborough,GB,54.2797,-0.4044,51.33,87,100,4.0,moderate rain
505,Te Anau,NZ,-45.4167,167.7167,55.49,74,100,8.41,overcast clouds
506,Marsh Harbour,BS,26.5412,-77.0636,82.31,73,97,11.7,overcast clouds
507,Atherton,GB,53.5237,-2.4935,51.75,92,100,1.99,overcast clouds
508,Yafran,LY,32.0633,12.5286,68.9,35,98,8.32,overcast clouds
509,Jacareacanga,BR,-6.2222,-57.7528,80.98,51,100,2.15,overcast clouds
510,Russell,US,32.3502,-85.1999,60.01,33,0,5.95,clear sky
511,Vao,NC,-22.6667,167.4833,73.18,75,56,21.72,broken clouds
512,Hervey Bay,AU,-25.2986,152.8535,69.03,84,75,14.0,broken clouds
513,Lewiston,US,44.1003,-70.2148,51.24,86,30,1.01,scattered clouds
514,Mackay,AU,-21.15,149.2,84.69,73,17,16.33,few clouds
515,Kuruman,ZA,-27.4524,23.4325,68.99,31,11,9.71,few clouds
516,Mananara,MG,-16.1667,49.7667,65.46,90,89,4.68,light rain
517,Fethiye,TR,36.6217,29.1164,57.07,55,0,5.03,clear sky
518,Quelimane,MZ,-17.8786,36.8883,70.74,96,3,3.91,clear sky
519,Puri,IN,19.8,85.85,77.52,79,95,5.03,overcast clouds
520,Zhelyabovka,UA,45.3988,34.7578,61.41,65,100,12.53,overcast clouds
521,Tilichiki,RU,60.4667,166.1,36.57,57,100,4.65,overcast clouds
522,Bereznik,RU,62.8551,42.7072,43.83,74,100,7.29,overcast clouds
523,Marzuq,YE,14.4,46.4667,69.62,62,9,3.31,clear sky
524,Kashi,CN,39.4547,75.9797,53.65,34,4,3.11,clear sky
525,Waipawa,NZ,-41.4122,175.5153,60.53,54,0,15.73,clear sky
526,Rauma,FI,61.1272,21.5113,50.04,87,100,16.87,overcast clouds
527,Muswellbrook,AU,-32.2667,150.9,67.33,59,62,8.37,broken clouds
528,Takoradi,GH,4.8845,-1.7554,75.87,91,100,6.6,light rain
529,Bilibino,RU,68.0546,166.4372,16.52,93,100,6.08,light snow
530,Porto Novo,BJ,6.4965,2.6036,75.04,86,43,0.47,scattered clouds
531,Cedartown,US,34.0537,-85.255,55.63,70,0,3.87,clear sky
532,Galashki,RU,43.1136,44.9894,49.15,82,100,4.9,overcast clouds
533,Santa Luzia,BR,-19.7697,-43.8514,72.5,73,100,3.69,overcast clouds
534,Mastic Beach,US,40.7668,-72.8521,57.4,67,10,5.01,clear sky
535,Kupang,ID,-10.1667,123.5833,90.18,62,20,8.05,few clouds
536,Conceicao Do Araguaia,BR,-8.2578,-49.2647,80.91,58,59,2.86,broken clouds
537,Amahai,ID,-3.3333,128.9167,83.55,74,23,1.05,few clouds
538,Ndele,CF,8.4109,20.6473,69.01,96,54,0.69,broken clouds
539,Ibia,BR,-19.4783,-46.5389,71.91,80,100,2.51,overcast clouds
540,Port Blair,IN,11.6667,92.75,79.5,78,100,8.55,overcast clouds
541,Matagami,CA,49.7502,-77.6328,32.11,100,75,4.61,broken clouds
542,Rivadavia,AR,-33.1905,-68.4608,60.01,16,0,9.57,clear sky
543,Khonsa,IN,27.0167,95.5667,67.39,97,100,2.26,overcast clouds
544,Bin Qirdan,TN,33.1378,11.2197,75.54,47,100,7.87,overcast clouds
545,Raahe,FI,64.6833,24.4833,44.69,86,100,18.37,overcast clouds
546,Porto Nacional,BR,-10.7081,-48.4172,77.0,49,5,1.52,clear sky
547,Saint-Pierre,RE,-21.3393,55.4781,68.92,64,40,9.22,scattered clouds
548,Deputatskiy,RU,69.3,139.9,12.6,93,100,4.7,overcast clouds
549,Belmopan,BZ,17.25,-88.7667,75.58,99,100,1.45,overcast clouds
550,Radviliskis,LT,55.8167,23.5333,39.25,100,20,6.91,mist
551,Soma,TR,39.1855,27.6094,55.4,83,0,6.6,clear sky
552,Deer Lake,CA,49.1667,-57.4316,44.8,77,100,11.16,overcast clouds
553,Krasnouralsk,RU,58.3638,60.0407,45.5,84,100,12.37,overcast clouds
554,Krasyliv,UA,49.6519,26.9725,41.16,92,0,7.49,clear sky
555,Rundu,NA,-17.9333,19.7667,66.4,18,0,6.38,clear sky
556,Konstantinovka,RU,49.6167,127.9833,37.49,38,0,7.27,clear sky
557,Mto Wa Mbu,TZ,-3.35,35.85,64.89,80,54,2.59,broken clouds
558,Lata,PT,40.1629,-8.3327,62.82,84,100,0.69,overcast clouds
559,Sao Filipe,CV,14.8961,-24.4956,78.12,75,18,5.79,few clouds
560,Yar-Sale,RU,66.8333,70.8333,39.88,92,100,9.26,overcast clouds
561,Bardiyah,LY,31.7561,25.0865,69.39,64,1,6.26,clear sky
562,Filingue,NE,14.3521,3.3168,86.86,40,0,8.81,clear sky
563,Mmathubudukwane,BW,-24.6,26.4333,69.69,28,0,2.66,clear sky
564,Prado,BR,-17.3411,-39.2208,74.88,86,0,7.78,clear sky
565,Chino Valley,US,34.7575,-112.4538,69.84,49,40,1.01,scattered clouds
566,Tromso,NO,69.6496,18.957,42.82,81,100,14.97,overcast clouds
567,Edgewater,US,28.9889,-80.9023,78.89,78,40,13.42,scattered clouds
568,Moose Factory,CA,51.2585,-80.6094,37.17,86,100,8.21,overcast clouds
569,Cartersville,US,34.1651,-84.7999,60.57,71,40,0.0,haze
570,General Roca,AR,-39.0333,-67.5833,56.62,17,5,3.18,clear sky
571,Honiara,SB,-9.4333,159.95,86.0,65,100,5.66,overcast clouds
572,Arman,RU,59.7,150.1667,28.02,68,18,2.08,few clouds
573,Vanavara,RU,60.34,102.2797,33.44,95,48,2.91,scattered clouds
574,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.45,70,6,3.24,clear sky
575,Okha,RU,53.5739,142.9478,43.03,65,7,6.69,clear sky
576,Acari,PE,-15.4311,-74.6158,65.55,70,21,3.8,few clouds
577,Belen,TR,36.4891,36.2233,57.34,77,0,2.3,clear sky
578,Pisco,PE,-13.7,-76.2167,61.02,77,0,14.97,clear sky
579,Kemijarvi,FI,66.7131,27.4306,35.26,96,31,7.4,scattered clouds
580,Rajgarh,IN,28.6333,75.3833,72.32,87,100,10.18,overcast clouds
581,Chapais,CA,49.7834,-74.8492,28.6,95,32,8.14,scattered clouds
582,Spas,UA,48.8899,24.0629,40.33,93,5,2.37,clear sky
583,Dakar,SN,14.6937,-17.4441,77.88,75,98,8.23,light rain
584,Portland,US,45.5234,-122.6762,84.78,42,20,4.61,smoke
585,Nador,MA,35.174,-2.9287,70.05,83,20,2.3,few clouds
586,Miranda,CO,3.2499,-76.2281,65.88,93,63,4.38,broken clouds
587,Colac,AU,-38.3333,143.5833,58.17,48,40,4.09,scattered clouds
588,Angoche,MZ,-16.2325,39.9086,70.68,89,0,2.91,clear sky
589,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,51.55,55,5,4.79,clear sky
590,Lat Yao,TH,15.751,99.7893,76.39,89,99,4.5,overcast clouds
591,Mogadishu,SO,2.0371,45.3438,76.57,86,31,15.01,scattered clouds
592,Katangli,RU,51.7102,143.2326,45.41,58,21,5.61,few clouds
593,Wiarton,CA,44.7407,-81.1332,47.03,82,37,4.32,scattered clouds
594,Kawalu,ID,-7.3817,108.2082,77.2,85,100,0.94,overcast clouds
595,Port Hedland,AU,-20.3167,118.5667,84.25,32,5,13.8,clear sky
596,Wilmington,US,34.2257,-77.9447,60.94,83,0,0.0,clear sky
597,Maniitsoq,GL,65.4167,-52.9,32.09,54,100,8.25,overcast clouds
598,Banepa,NP,27.6298,85.5214,64.72,94,40,0.0,scattered clouds
599,Det Udom,TH,14.906,105.0784,78.15,83,51,5.7,broken clouds
600,Ino,JP,33.55,133.4333,71.64,76,45,9.04,scattered clouds
601,Livramento,BR,-3.0254,-60.1803,88.47,74,0,0.0,clear sky
602,Swan Hill,AU,-35.3378,143.5544,63.1,45,14,2.8,few clouds
603,Almaznyy,RU,48.0448,40.045,56.98,71,100,7.29,overcast clouds
604,Pringsewu,ID,-5.3582,104.9744,76.33,87,100,2.73,overcast clouds
605,Pangody,RU,65.85,74.4859,42.24,95,100,13.42,overcast clouds
606,Seydi,TM,39.4816,62.9137,51.42,40,0,12.37,clear sky
607,Agua Verde,MX,22.9,-106.05,84.29,77,0,9.37,clear sky
608,Aban,RU,56.67,96.06,40.24,73,100,5.46,overcast clouds
609,Kiama,AU,-34.6833,150.8667,59.45,65,98,4.97,overcast clouds
610,Ust-Omchug,RU,61.15,149.6333,14.61,87,74,2.46,broken clouds
611,Belaya Gora,RU,68.5333,146.4167,25.41,59,98,8.9,overcast clouds
612,Yeppoon,AU,-23.1333,150.7333,76.78,71,37,14.99,scattered clouds
613,Luau,AO,-10.7073,22.2247,63.86,29,0,3.6,clear sky
614,Yacuiba,BO,-22.038,-63.6797,52.81,37,0,2.37,clear sky
615,Wynyard,AU,-41.0,145.7167,53.94,68,100,5.12,overcast clouds
616,Sistranda,NO,63.7256,8.834,51.76,70,100,12.19,overcast clouds
617,Flexeiras,BR,-9.1975,-35.7808,74.97,95,34,3.2,scattered clouds
618,Ondjiva,AO,-17.0667,15.7333,67.62,18,37,6.91,scattered clouds
619,Svetlyy,RU,54.675,20.1347,41.05,87,7,8.61,clear sky
620,Jati,PK,24.3539,68.2671,81.95,34,5,7.74,clear sky
621,Tinskoy,RU,56.1525,96.9161,38.53,78,100,7.87,overcast clouds
622,Raga,SS,8.4596,25.678,67.24,95,35,1.74,scattered clouds
623,Ambanja,MG,-13.6833,48.45,68.49,75,23,3.51,few clouds
624,Kloulklubed,PW,7.0419,134.2556,86.5,61,36,7.74,scattered clouds
625,Conakry,GN,9.538,-13.6773,76.96,86,100,3.6,moderate rain
626,Ellisras,ZA,-23.6649,27.7443,69.69,24,0,5.17,clear sky
627,Sajanan,TN,37.0573,9.2426,71.98,65,100,2.84,overcast clouds
628,Payyannur,IN,12.1,75.2,76.46,90,100,3.09,heavy intensity rain
629,Baoqing,CN,46.3317,132.2111,50.09,67,100,11.61,overcast clouds
630,Bay Roberts,CA,47.5999,-53.2648,46.26,95,5,8.32,clear sky
631,Kathu,TH,7.9178,98.3332,84.74,87,100,1.45,overcast clouds
632,Kabinda,CD,-6.1333,24.4833,67.39,65,10,2.59,clear sky
633,Kununurra,AU,-15.7667,128.7333,93.18,26,15,14.97,few clouds
634,Shasta Lake,US,40.6804,-122.3708,92.12,25,0,4.05,clear sky
635,Spasskoye,RU,44.6108,132.7969,46.94,81,100,14.97,overcast clouds
636,Bereda,ES,43.2686,-7.5406,58.41,100,100,2.53,overcast clouds
637,Parnamirim,BR,-5.9156,-35.2628,75.13,85,35,8.66,scattered clouds
638,Asyut,EG,27.181,31.1837,69.64,54,0,9.31,clear sky
639,Tutoia,BR,-2.7619,-42.2744,79.77,82,72,16.13,broken clouds
640,Guangyuan,CN,32.442,105.823,53.08,59,100,1.41,overcast clouds
641,Ketchikan,US,55.3422,-131.6461,57.18,100,100,17.27,moderate rain
642,Nara,JP,34.6851,135.8049,68.5,88,100,3.36,overcast clouds
643,Manokwari,ID,-0.8667,134.0833,83.68,70,91,4.88,overcast clouds
644,Vestmannaeyjar,IS,63.4427,-20.2734,38.7,66,6,33.24,clear sky
645,Bumba,CD,2.1833,22.4667,70.05,98,100,1.23,light rain
646,Arica,CL,-18.475,-70.3042,60.35,77,0,4.61,clear sky
647,Margate,GB,51.3813,1.3862,59.31,85,100,13.96,overcast clouds
648,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,46.99,40,40,15.66,scattered clouds
649,Khasan,RU,42.4308,130.6434,51.8,88,100,23.69,overcast clouds
650,Villa Carlos Paz,AR,-31.4241,-64.4978,54.9,27,0,5.99,clear sky
651,Portales,US,34.1862,-103.3344,59.09,69,97,4.76,overcast clouds
652,Constitucion,CL,-35.3333,-72.4167,51.85,69,0,6.82,clear sky
653,Asau,RO,46.4333,26.4,51.28,85,48,2.95,scattered clouds
654,Natal,BR,-5.795,-35.2094,76.66,82,30,11.61,scattered clouds
655,Nha Trang,VN,12.25,109.1833,77.0,88,96,6.69,moderate rain
656,Xiuyan,CN,40.2928,123.2744,36.55,85,100,16.89,overcast clouds
657,Obama,JP,35.4958,135.746,69.96,87,100,7.54,overcast clouds
658,Roebourne,AU,-20.7833,117.1333,82.06,31,4,8.05,clear sky
659,Manzanillo,CU,20.3433,-77.1167,77.58,84,41,9.69,scattered clouds
660,Melita,CA,49.2681,-100.9967,51.85,52,19,5.61,few clouds
661,Kitoy,RU,52.6,103.9,29.28,67,100,3.24,overcast clouds
662,Yelizovo,RU,53.1873,158.3805,48.34,39,40,15.99,scattered clouds
663,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,82.94,47,93,5.06,light rain
664,Basco,PH,20.4487,121.9702,81.18,77,100,27.27,overcast clouds
665,La Grande,US,45.3246,-118.0877,67.73,47,0,4.99,clear sky
666,Benguela,AO,-12.5763,13.4055,73.24,80,0,5.53,clear sky
667,Houma,US,29.5958,-90.7195,71.01,65,0,0.0,clear sky
668,Lima,PE,-12.0432,-77.0282,62.91,78,100,12.66,overcast clouds
669,Cahors,FR,44.4167,1.3333,54.9,93,96,6.08,overcast clouds
670,Pushkar,IN,26.5,74.55,72.66,91,6,2.3,clear sky
671,La Rioja,ES,42.25,-2.5,55.18,60,100,6.71,overcast clouds
672,Hambantota,LK,6.1241,81.1185,77.34,100,40,1.14,scattered clouds
673,Havelock,US,34.8791,-76.9013,62.94,85,0,3.96,clear sky
674,Nicoya,CR,10.1483,-85.452,72.86,97,100,4.18,overcast clouds
675,Nunkini,MX,20.3333,-90.1833,81.25,67,100,9.13,overcast clouds
676,Tanda,IN,26.55,82.65,73.27,95,100,8.75,heavy intensity rain
677,Jiuquan,CN,39.7432,98.5174,45.88,14,0,2.08,clear sky
678,Truro,GB,50.2653,-5.0544,60.08,94,75,4.61,broken clouds
679,Vrangel,RU,42.7297,133.0839,54.82,90,100,27.34,overcast clouds
680,Arnedo,ES,42.2167,-2.1,60.3,64,98,2.53,overcast clouds
681,Nantucket,US,41.2835,-70.0995,57.31,62,0,8.05,clear sky
682,Bohdan,UA,48.0412,24.3522,40.57,91,0,4.88,light rain
683,Kudahuvadhoo,MV,2.6708,72.8944,80.82,78,20,14.29,few clouds
684,Pyapon,MM,16.2833,95.6833,78.55,88,100,3.33,overcast clouds
685,Williston,US,48.147,-103.618,60.31,71,100,4.7,overcast clouds
686,Shostka,UA,51.863,33.4698,48.78,94,100,11.21,overcast clouds
687,Semnan,IR,35.5729,53.3971,61.45,30,0,1.77,clear sky
688,Saku,JP,36.2167,138.4833,57.63,98,100,2.48,overcast clouds
689,Palana,RU,59.1167,159.9667,32.0,83,98,17.76,overcast clouds
690,Boa Vista,BR,2.8197,-60.6733,82.38,61,20,5.75,few clouds
